Шал,Тагт,Ашиглалтанд орсон он,Гараж,Цонх,Барилгын давхар,Хаалга,Талбай,Хэдэн давхарт,Төлбөрийн нөхцөл,Цонхны тоо,Барилгын явц,Цахилгаан шаттай эсэх,price_text,price_numeric,area_numeric,address_text,district,url,Website
Паркет,1 тагттай,2017,Байхгүй,Вакум,9,Төмөр,55.02 м²,9,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,170 сая₮200 сая₮,170.0,55.02,"УБ — Баянзүрх, Баянзүрх, Хороо 29",Баянзүрх,https://www.unegui.mn/adv/9593366_55mkv-tavilgatai-2oroo-bair-shine-ail-khotkhon-9davkhart/?p=2,
Паркет,1 тагттай,2017,Байхгүй,Вакум,9,Төмөр,55.02 м²,9,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,170 сая₮200 сая₮,170.0,55.02,"УБ — Баянзүрх, Баянзүрх, Хороо 29",Баянзүрх,https://www.unegui.mn/adv/9593366_55mkv-tavilgatai-2oroo-bair-shine-ail-khotkhon-9davkhart/,
Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Вакум,50.5 м²,12,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,190 сая₮,190.0,50.5,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Хан-Уул,https://www.unegui.mn/adv/9589957_bogd-villa-d-2-oroo/?p=2,
Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Вакум,50.5 м²,12,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,190 сая₮,190.0,50.5,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Хан-Уул,https://www.unegui.mn/adv/9589957_bogd-villa-d-2-oroo/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,72.04 м²,6,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,225 сая₮,225.0,72.04,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/9554695_iaarmag-arvai-villa-72m-kv-2-oroo-zarna/?p=2,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,72.04 м²,6,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,225 сая₮,225.0,72.04,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/9554695_iaarmag-arvai-villa-72m-kv-2-oroo-zarna/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,57.29 м²,16,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,195 сая₮,195.0,57.29,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/9281403_iaarmag-arvai-villa-2-oroo-49-57-72-m-kv-bair-zarna/?p=2,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,57.29 м²,16,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,195 сая₮,195.0,57.29,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/9281403_iaarmag-arvai-villa-2-oroo-49-57-72-m-kv-bair-zarna/,
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Төмөр,48.0 м²,5,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,167 сая₮үнэ тохирно,167.0,48.0,"УБ — Баянзүрх, Өгөөмөр захын зүүн",Баянзүрх,https://www.unegui.mn/adv/9551015_ogoomor-khotkhond-2-oroo-oron-suuts-khudaldana/?p=2,
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Төмөр,48.0 м²,5,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,167 сая₮үнэ тохирно,167.0,48.0,"УБ — Баянзүрх, Өгөөмөр захын зүүн",Баянзүрх,https://www.unegui.mn/adv/9551015_ogoomor-khotkhond-2-oroo-oron-suuts-khudaldana/,
Паркет,Тагтгүй,2024,Байхгүй,Төмөр вакум,23,Бүргэд,68.0 м²,21,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,1.22 Тэрбум₮,1.22,68.0,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Сүхбаатар,https://www.unegui.mn/adv/9582374_khotyn-tovd-bairlakh-minister-tower-business-apartment-68m-kv-2-oroo/?p=2,
Паркет,Тагтгүй,2024,Байхгүй,Төмөр вакум,23,Бүргэд,68.0 м²,21,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,1.22 Тэрбум₮,1.22,68.0,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Сүхбаатар,https://www.unegui.mn/adv/9582374_khotyn-tovd-bairlakh-minister-tower-business-apartment-68m-kv-2-oroo/,
Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,55.2 м²,15,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,171 сая₮үнэ тохирно,171.0,55.2,"УБ — Хан-Уул, Хан-Уул, Хороо 25",Хан-Уул,https://www.unegui.mn/adv/9481960_nisekh-enso-khotkhond-55m2-2-oroo-bair-zarna/?p=2,
Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,55.2 м²,15,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,171 сая₮үнэ тохирно,171.0,55.2,"УБ — Хан-Уул, Хан-Уул, Хороо 25",Хан-Уул,https://www.unegui.mn/adv/9481960_nisekh-enso-khotkhond-55m2-2-oroo-bair-zarna/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,47.02 м²,11,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,170 сая₮,170.0,47.02,"УБ — Сүхбаатар, Сүхбаатар, Хороо 9",Сүхбаатар,https://www.unegui.mn/adv/9573937_dolgoon-nuurt-baianburd-residence-khotkhond-shine-47-02-m2-2-oroo-oron-suuts/?p=2,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,47.02 м²,11,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,170 сая₮,170.0,47.02,"УБ — Сүхбаатар, Сүхбаатар, Хороо 9",Сүхбаатар,https://www.unegui.mn/adv/9573937_dolgoon-nuurt-baianburd-residence-khotkhond-shine-47-02-m2-2-oroo-oron-suuts/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,45.85 м²,5,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,166 сая₮,166.0,45.85,"УБ — Сүхбаатар, Сүхбаатар, Хороо 9",Сүхбаатар,https://www.unegui.mn/adv/9572456_dolgoon-nuurt-baianburd-residence-khotkhond-shine-45-85m2-2-oroo-oron-suuts/?p=2,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,45.85 м²,5,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,166 сая₮,166.0,45.85,"УБ — Сүхбаатар, Сүхбаатар, Хороо 9",Сүхбаатар,https://www.unegui.mn/adv/9572456_dolgoon-nuurt-baianburd-residence-khotkhond-shine-45-85m2-2-oroo-oron-suuts/,
Паркет,2 тагттай,2019,Байгаа,Вакум,12,Бүргэд,51.17 м²,2,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,168.86 сая₮,168.86,51.17,"УБ — Хан-Уул, Нисэх",Хан-Уул,https://www.unegui.mn/adv/9403503_nisekhiin-eagle-tovn-d-2oroo-bair-zarna/?p=2,
Паркет,2 тагттай,2019,Байгаа,Вакум,12,Бүргэд,51.17 м²,2,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,168.86 сая₮,168.86,51.17,"УБ — Хан-Уул, Нисэх",Хан-Уул,https://www.unegui.mn/adv/9403503_nisekhiin-eagle-tovn-d-2oroo-bair-zarna/,
Паркет,1 тагттай,2022,Байхгүй,Вакум,9,Вакум,39.0 м²,3,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,162 сая₮үнэ тохирно,162.0,39.0,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Хан-Уул,https://www.unegui.mn/adv/9583723_zaisangiin-etses-suld-khotkhond-2-oroo/?p=2,
Паркет,1 тагттай,2022,Байхгүй,Вакум,9,Вакум,39.0 м²,3,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,162 сая₮үнэ тохирно,162.0,39.0,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Хан-Уул,https://www.unegui.mn/adv/9583723_zaisangiin-etses-suld-khotkhond-2-oroo/,
Паркет,1 тагттай,2015,Байхгүй,Вакум,15,Бүргэд,57.0 м²,12,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,3.8 сая₮үнэ тохирно,3.8,57.0,"УБ — Баянзүрх, Натур худалдааны төв",Баянзүрх,https://www.unegui.mn/adv/9581269_13-natur-selbe-khotkhon-bair-zarna/?p=2,
Паркет,1 тагттай,2015,Байхгүй,Вакум,15,Бүргэд,57.0 м²,12,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,3.8 сая₮үнэ тохирно,3.8,57.0,"УБ — Баянзүрх, Натур худалдааны төв",Баянзүрх,https://www.unegui.mn/adv/9581269_13-natur-selbe-khotkhon-bair-zarna/,
Паркет,1 тагттай,2010,Байхгүй,Вакум,9,Бүргэд,53.0 м²,9,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,3.8 сая₮үнэ тохирно,3.8,53.0,"УБ — Баянзүрх, Баянзүрх, Хороо 25",Баянзүрх,https://www.unegui.mn/adv/9582414_shine-mongol-surguuliin-khoino-gadnaa-zogsooltoi-bair/?p=2,
Паркет,1 тагттай,2010,Байхгүй,Вакум,9,Бүргэд,53.0 м²,9,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,3.8 сая₮үнэ тохирно,3.8,53.0,"УБ — Баянзүрх, Баянзүрх, Хороо 25",Баянзүрх,https://www.unegui.mn/adv/9582414_shine-mongol-surguuliin-khoino-gadnaa-zogsooltoi-bair/,
Паркет,1 тагттай,2020,Байхгүй,Вакум,9,Төмөр,41.28 м²,6,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,145 сая₮үнэ тохирно,145.0,41.28,"УБ — Баянзүрх, Цайз",Баянзүрх,https://www.unegui.mn/adv/9527573_asait-zakhyn-khazhuud-2-oroo-bair/?p=2,
Паркет,1 тагттай,2020,Байхгүй,Вакум,9,Төмөр,41.28 м²,6,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,145 сая₮үнэ тохирно,145.0,41.28,"УБ — Баянзүрх, Цайз",Баянзүрх,https://www.unegui.mn/adv/9527573_asait-zakhyn-khazhuud-2-oroo-bair/,
Паркет,Тагтгүй,2013,Байхгүй,Вакум,10,Төмөр,38.0 м²,3,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,132 сая₮үнэ тохирно,132.0,38.0,"УБ — Баянзүрх, Цайз 16",Баянзүрх,https://www.unegui.mn/adv/9485593_saruul-tenger-1-khotkhond-zasvar-khiisen-2-oroo/?p=2,
Паркет,Тагтгүй,2013,Байхгүй,Вакум,10,Төмөр,38.0 м²,3,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,132 сая₮үнэ тохирно,132.0,38.0,"УБ — Баянзүрх, Цайз 16",Баянзүрх,https://www.unegui.mn/adv/9485593_saruul-tenger-1-khotkhond-zasvar-khiisen-2-oroo/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,49.0 м²,13,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,205 сая₮,205.0,49.0,"УБ — Сүхбаатар, 11-р хороолол",Сүхбаатар,https://www.unegui.mn/adv/9580918_sbd-11kh-new-residence-khotkhond-g-blok-d-1-oroo-bair-zarna/?p=2,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,49.0 м²,13,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,205 сая₮,205.0,49.0,"УБ — Сүхбаатар, 11-р хороолол",Сүхбаатар,https://www.unegui.mn/adv/9580918_sbd-11kh-new-residence-khotkhond-g-blok-d-1-oroo-bair-zarna/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Төмөр,52.44 м²,11,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,167 сая₮,167.0,52.44,"УБ — Баянзүрх, Амгалан",Баянзүрх,https://www.unegui.mn/adv/9217417_amgalan-botaniz-2-oroo-bair-zarna-asahi-residence-52-44mz/?p=2,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Төмөр,52.44 м²,11,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,167 сая₮,167.0,52.44,"УБ — Баянзүрх, Амгалан",Баянзүрх,https://www.unegui.mn/adv/9217417_amgalan-botaniz-2-oroo-bair-zarna-asahi-residence-52-44mz/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Төмөр,57.55 м²,9,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,241.71 сая₮,241.71,57.55,"УБ — Баянгол, Баянгол, Хороо 21",Баянгол,https://www.unegui.mn/adv/9579088_2-oroo-gal-togoo-tusdaa/?p=2,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Төмөр,57.55 м²,9,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,241.71 сая₮,241.71,57.55,"УБ — Баянгол, Баянгол, Хороо 21",Баянгол,https://www.unegui.mn/adv/9579088_2-oroo-gal-togoo-tusdaa/,
Паркет,Тагтгүй,1981,Байхгүй,Вакум,4,Бүргэд,34.0 м²,2,Бэлэн төлөлтөөр зарах боломжтой,4,Ашиглалтад орсон,Цахилгаан шатгүй,450 сая₮,450.0,34.0,"УБ — Чингэлтэй, 40 мянгат",Чингэлтэй,https://www.unegui.mn/adv/9131487_ikh-delguuriin-zuun-tald-2-oroo-bair-zarna/?p=2,
Паркет,Тагтгүй,1981,Байхгүй,Вакум,4,Бүргэд,34.0 м²,2,Бэлэн төлөлтөөр зарах боломжтой,4,Ашиглалтад орсон,Цахилгаан шатгүй,450 сая₮,450.0,34.0,"УБ — Чингэлтэй, 40 мянгат",Чингэлтэй,https://www.unegui.mn/adv/9131487_ikh-delguuriin-zuun-tald-2-oroo-bair-zarna/,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,52.97 м²,4,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад ороогүй,Цахилгаан шаттай,135 сая₮,135.0,52.97,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/9462922_iaarmagiin-1r-buudald-2-oroo-bair-zarna/?p=2,
Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,52.97 м²,4,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад ороогүй,Цахилгаан шаттай,135 сая₮,135.0,52.97,"УБ — Хан-Уул, Яармаг",Хан-Уул,https://www.unegui.mn/adv/9462922_iaarmagiin-1r-buudald-2-oroo-bair-zarna/,
Паркет,1 тагттай,2015,Байхгүй,Вакум,5,Бүргэд,80.1 м²,1,Хувь лизингээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,245 сая₮,245.0,80.1,"УБ — Баянзүрх, Баянзүрх, Хороо 4",Баянзүрх,https://www.unegui.mn/adv/9534296_oros-14-n-derged/?p=2,
Паркет,1 тагттай,2015,Байхгүй,Вакум,5,Бүргэд,80.1 м²,1,Хувь лизингээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,245 сая₮,245.0,80.1,"УБ — Баянзүрх, Баянзүрх, Хороо 4",Баянзүрх,https://www.unegui.mn/adv/9534296_oros-14-n-derged/,
Паркет,1 тагттай,2013,Байхгүй,Вакум,9,Бүргэд,69.32 м²,3,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,195 сая₮,195.0,69.32,"УБ — Баянгол, Баянгол, Хороо 12",Баянгол,https://www.unegui.mn/adv/9610031_bgd-12-khoroo-6-bichil-khoroolol-khd34-bairand-69-32-mkv-2-oroo/?p=2,
Паркет,1 тагттай,2013,Байхгүй,Вакум,9,Бүргэд,69.32 м²,3,Бэлэн төлөлтөөр зарах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,195 сая₮,195.0,69.32,"УБ — Баянгол, Баянгол, Хороо 12",Баянгол,https://www.unegui.mn/adv/9610031_bgd-12-khoroo-6-bichil-khoroolol-khd34-bairand-69-32-mkv-2-oroo/,
Паркет,1 тагттай,2014,Байхгүй,Вакум,10,Бүргэд,44.0 м²,3,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,200 сая₮,200.0,44.0,"УБ — Чингэлтэй, Чингэлтэй, Хороо 6",Чингэлтэй,https://www.unegui.mn/adv/9549018_tengis-50-r-surguul-44-1mkv-2-oroo/?p=2,
Паркет,1 тагттай,2014,Байхгүй,Вакум,10,Бүргэд,44.0 м²,3,Банкны зээлээр авах боломжтой,3,Ашиглалтад орсон,Цахилгаан шаттай,200 сая₮,200.0,44.0,"УБ — Чингэлтэй, Чингэлтэй, Хороо 6",Чингэлтэй,https://www.unegui.mn/adv/9549018_tengis-50-r-surguul-44-1mkv-2-oroo/,
Паркет,1 тагттай,2025,Байгаа,Вакум,16,Бүргэд,50.03 м²,12,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад ороогүй,Цахилгаан шаттай,210 сая₮,210.0,50.03,"УБ — Сүхбаатар, Дөлгөөн нуур",Сүхбаатар,https://www.unegui.mn/adv/9429978_dolgoon-nuur-48-72mkv-2-oroo/?p=2,
Паркет,1 тагттай,2025,Байгаа,Вакум,16,Бүргэд,50.03 м²,12,Бэлэн төлөлтөөр зарах боломжтой,2,Ашиглалтад ороогүй,Цахилгаан шаттай,210 сая₮,210.0,50.03,"УБ — Сүхбаатар, Дөлгөөн нуур",Сүхбаатар,https://www.unegui.mn/adv/9429978_dolgoon-nuur-48-72mkv-2-oroo/,
Паркет,1 тагттай,2024,Байхгүй,Вакум,15,Бүргэд,66.0 м²,7,Банкны зээлээр авах боломжтой,2,Ашиглалтад орсон,Цахилгаан шаттай,323.4 сая₮,323.4,66.0,"УБ — Хан-Уул, Зайсан",Хан-Уул,https://www.unegui.mn/adv/9610019_zaisan-seven-star-khotkhond-66mkv-mastertai-2-oroo-khudaldana/?p=2,
